Cities,lat,lng,admin_name
Danagalli,12.2228,76.5714,Karnātaka
Naushahra Panwan,31.3399,74.9537,Punjab
Nallacheruvu,14.0061,78.1758,Andhra Pradesh
Peddakadaburu,15.7660,77.3260,Andhra Pradesh
Palakurti,17.6588,79.4325,Telangana
Timmapuram,17.0313,82.2462,Andhra Pradesh
Ravipadu,16.2598,80.0106,Andhra Pradesh
Lakhanpur,24.6185,87.9484,Jharkhand
Pippara,16.7167,81.5500,Andhra Pradesh
Chiluvuru,16.3785,80.6146,Andhra Pradesh
Kaligiri,14.8333,79.7000,Andhra Pradesh
Mulakalacheruvu,13.8408,78.3056,Andhra Pradesh
Birkur,18.4836,77.8003,Telangana
Gopalganj,22.0572,88.6182,West Bengal
Rebala,14.5333,79.9000,Andhra Pradesh
Nandivelugu,16.2924,80.6426,Andhra Pradesh
Bhatumra,18.0300,77.2200,Karnātaka
Bhandarhati,22.9227,88.0996,West Bengal
Tulluru,16.5275,80.4681,Andhra Pradesh
Narayanpur,17.1622,78.8817,Telangana
Niala Kondapalle,17.1000,80.0506,Telangana
Yazali,15.9709,80.5616,Andhra Pradesh
Beraberi,22.8461,88.2047,West Bengal
Gopalpur,25.8738,87.9637,West Bengal
Mahishkuchi,26.3866,89.7646,West Bengal
Pedda Ganjam,15.6428,80.2324,Andhra Pradesh
Uchalon,23.0333,87.7833,West Bengal
Huliyurdurga,12.8167,77.0333,Karnātaka
Nekunapuram,15.2267,79.9267,Andhra Pradesh
Pokuru,15.1667,79.8167,Andhra Pradesh
Bhadrapur,24.2624,87.9520,West Bengal
Manali,32.2044,77.1700,Himāchal Pradesh
Mallepalli,18.5833,80.9000,Chhattīsgarh
Baruipara,22.7574,88.2429,West Bengal
Natavaram,17.6050,82.4080,Andhra Pradesh
Agali,13.7842,77.0544,Andhra Pradesh
Barua Gopalpur,24.5618,87.8121,West Bengal
Surampalle,16.5847,80.7186,Andhra Pradesh
Bara Bakra,22.7621,88.8899,West Bengal
Dhalpal,26.3941,89.6536,West Bengal
Bajanki,18.2556,79.0165,Telangana
Garladinne,14.8333,77.6000,Andhra Pradesh
Hire Kotankal,15.9628,76.9511,Karnātaka
Datura,24.4038,87.9579,West Bengal
Wajrakarur,15.0167,77.3833,Andhra Pradesh
Indrani,24.1381,88.0217,West Bengal
Pata Pandillapalle,15.7565,80.2831,Andhra Pradesh
Rajavommangi,17.5010,82.2530,Andhra Pradesh
Sante Kasalgere,12.4972,76.8878,Karnātaka
Mundlapadu,15.3330,78.9000,Andhra Pradesh
Haripur,22.5912,88.6342,West Bengal
Bujang,24.2593,87.9187,West Bengal
Hatinda,25.4157,87.9879,West Bengal
Mantur,16.3809,75.3774,Karnātaka
Kirnahar,23.7569,87.8768,West Bengal
Baireddipalle,13.0833,78.6167,Andhra Pradesh
Mathampalli,16.8558,79.8936,Telangana
Pachipenta,18.4600,83.1100,Andhra Pradesh
Radhangar,22.4488,88.4719,West Bengal
Meliyaputtu,18.7667,84.1667,Andhra Pradesh
Baishata,22.1329,88.4670,West Bengal
Damaramadugu,14.5016,79.9319,Andhra Pradesh
Kruttivennu,16.3774,81.3670,Andhra Pradesh
Bestavarapeta,15.5511,79.1000,Andhra Pradesh
Namkhana,21.7667,88.2333,West Bengal
Muglispur,24.4443,87.8936,West Bengal
Sheakhala,22.7636,88.1781,West Bengal
Ramasamudram,13.3667,78.4333,Andhra Pradesh
Bargari,30.5188,74.9578,Punjab
Chelyama,23.6199,86.5496,West Bengal
Palagara,18.6167,83.5333,Andhra Pradesh
Gura,24.1926,88.0652,West Bengal
Adwitnagar,24.6296,87.8986,West Bengal
Ponnaluru,15.2719,79.7992,Andhra Pradesh
Khatra,22.9800,86.8500,West Bengal
Belsur,25.3727,87.8300,West Bengal
Polaki,18.3667,84.1000,Andhra Pradesh
Yadamari,13.1422,78.9847,Andhra Pradesh
Chataparru,16.6970,81.1670,Andhra Pradesh
Mulaguntapadu,15.2980,80.0340,Andhra Pradesh
Nirmanvi,16.0433,77.0991,Karnātaka
Raniganj,25.8564,87.9124,West Bengal
Krishnaranpur,22.0561,88.3326,West Bengal
Upputuru,15.9510,80.2890,Andhra Pradesh
Annaram,17.6288,78.3759,Telangana
Simlapal,22.9227,87.0734,West Bengal
Gosanimari Bandar,26.1519,89.3335,West Bengal
Chinnakakani,16.4046,80.5579,Andhra Pradesh
Chilakapalem,18.2710,83.8040,Andhra Pradesh
Nigan,23.5045,87.9871,West Bengal
Bijnapalli,16.5500,78.2000,Telangana
Pipa,22.6018,88.8364,West Bengal
Chandrasekharapuram,15.1833,79.2833,Andhra Pradesh
Chennekottapalle,14.3175,77.6072,Andhra Pradesh
Fatehpor,33.6500,75.1500,Jammu and Kashmīr
Mogallu,16.6000,81.5667,Andhra Pradesh
Beluguppa,14.7167,77.1333,Andhra Pradesh
Rajbari,22.4019,88.8059,West Bengal
Parakaram,25.2703,87.9846,West Bengal
Chevella,17.3067,78.1353,Telangana
Karumanchi,16.0549,79.8903,Andhra Pradesh
Belluru,12.9833,76.7500,Karnātaka
Bandi Atmakuru,15.5810,78.5241,Andhra Pradesh
Khanta,25.8468,88.0525,West Bengal
Kotauratla,17.5658,82.6877,Andhra Pradesh
Havaligi,15.0167,77.1167,Andhra Pradesh
Chintalavalasa,18.0675,83.4094,Andhra Pradesh
Polba,22.9615,88.3066,West Bengal
Mudinepalle,16.4000,81.1167,Andhra Pradesh
Kurupam,18.8667,83.5667,Andhra Pradesh
Hire Padsalgi,16.5940,75.3867,Karnātaka
Valigonda,17.3667,79.0500,Telangana
Sayampet,18.1167,79.7375,Telangana
Sibkalinagar,21.9288,88.1780,West Bengal
Pedda Bhogila,18.6612,83.3784,Andhra Pradesh
Kodekal,16.3522,76.4025,Karnātaka
Bagdaha,23.2178,88.8857,West Bengal
Umarpur,24.6109,87.8952,Jharkhand
Battili,19.0167,83.7833,Odisha
Katangur,17.1600,79.3130,Telangana
Kunchanapalle,16.4500,80.6167,Andhra Pradesh
Kalingapatnam,18.3389,84.1205,Andhra Pradesh
Aspari,15.4833,77.3833,Andhra Pradesh
Nekkonda,16.7833,78.2333,Telangana
Karalapadu,16.5070,79.8000,Andhra Pradesh
Rudravaram,15.8310,78.0500,Andhra Pradesh
Rangaipur,25.3884,87.9124,West Bengal
Cherukuru,15.9940,80.3780,Andhra Pradesh
Ramapur,22.3102,88.9599,West Bengal
Ramthenga,26.4724,89.2121,West Bengal
Devaruppal,17.6511,79.3556,Telangana
Morta,16.8094,81.7016,Andhra Pradesh
Kennalu,12.4667,76.6667,Karnātaka
Dhola,22.0385,88.2979,West Bengal
Bharatgarh,22.1474,88.6802,West Bengal
Digambarpur,21.9343,88.3876,West Bengal
Annavaram,17.2820,82.4055,Andhra Pradesh
Topla,22.2333,80.8833,Madhya Pradesh
Holavanhalli,13.5333,77.3000,Karnātaka
Arakeri,16.2746,76.9494,Karnātaka
Bagchara,22.9574,88.7706,West Bengal
Dornipadu,15.2372,78.4483,Andhra Pradesh
Kamarpalli,18.9219,78.5081,Telangana
Lingasamudram,15.0950,79.7007,Andhra Pradesh
Mallarpur,24.0814,87.7093,West Bengal
Muppalla,16.2372,79.8464,Andhra Pradesh
Badampudi,16.8200,81.4700,Andhra Pradesh
Maipadu,14.5000,80.1667,Andhra Pradesh
Bagela,25.8723,87.8978,West Bengal
Kandrakota,17.1451,82.1306,Andhra Pradesh
Khopakati,25.3848,87.7796,West Bengal
Dwarapudi,16.9500,81.9333,Andhra Pradesh
Malkapuram,15.4170,77.8830,Andhra Pradesh
Mohanpur,21.8425,87.4214,West Bengal
Chaudepalle,13.4831,78.7664,Andhra Pradesh
Sasan,22.6622,88.5823,West Bengal
Madhura,24.3298,87.8793,West Bengal
Katak Chincholi,18.0300,77.2200,Karnātaka
Amarkantak,22.6751,81.7596,Madhya Pradesh
Kalla,16.5374,81.4087,Andhra Pradesh
Salgundi,15.6677,76.8286,Karnātaka
Kongal,16.9440,79.2160,Telangana
Mohanpur,25.3206,87.9400,West Bengal
Lakkavaram,15.6983,79.7945,Andhra Pradesh
Vempa,16.4500,81.5833,Andhra Pradesh
Bantumilli,16.3500,81.2833,Andhra Pradesh
Kantalia,22.7219,88.5415,West Bengal
Rimbik,27.1271,88.0993,West Bengal
Morgim,15.6294,73.7358,Goa
Palhalli,12.4139,76.6528,Karnātaka
Bondapalle,18.2418,83.3489,Andhra Pradesh
Pulipadu,16.6070,79.6520,Andhra Pradesh
Beliator,23.3333,87.2167,West Bengal
Paidipadu,15.7117,80.1111,Andhra Pradesh
Mandirtala,21.8130,88.1103,West Bengal
Kanaganapalle,14.4500,77.5167,Andhra Pradesh
Tipparti,17.0167,79.4167,Telangana
Etikoppaka,17.5000,82.7300,Andhra Pradesh
Gadivemula,15.7069,78.4169,Andhra Pradesh
Tarachua,24.1472,87.6107,West Bengal
Kandlagunta,16.3500,79.3670,Andhra Pradesh
Mudivarti,14.5550,80.1079,Andhra Pradesh
Obuladevarcheruvu,14.0263,78.0009,Andhra Pradesh
Dariapur,22.8697,88.5002,West Bengal
Murarai,24.4428,87.8575,West Bengal
Maddipadu,15.6222,80.0230,Andhra Pradesh
Amadaguru,13.8886,78.0217,Andhra Pradesh
Kondavidu,16.2597,80.2653,Andhra Pradesh
Matsyapuri,16.4814,81.6267,Andhra Pradesh
Moragudi,14.8625,78.3772,Andhra Pradesh
Karimnagar,22.1158,88.2455,West Bengal
Timmapuram,18.3597,79.0875,Telangana
Brahmanagudem,16.9275,81.6736,Andhra Pradesh
Hebbur,13.1500,77.0333,Karnātaka
Elangi,25.2986,87.9054,West Bengal
Palsa,24.4721,87.8637,West Bengal
Ventrapragada,16.4425,80.9086,Andhra Pradesh
Mandadam,16.5194,80.5139,Andhra Pradesh
Kotananduru,17.4667,82.4667,Andhra Pradesh
Ellanuru,14.7000,78.0800,Andhra Pradesh
Sidhar,24.5484,87.9332,West Bengal
Baswa,24.1472,87.8802,West Bengal
Digalgram,24.0474,87.6432,West Bengal
Kandaran,25.2828,87.9904,West Bengal
Kavuru,16.1333,80.1167,Andhra Pradesh
Kasimpur,22.7650,88.5136,West Bengal
Balatgi,16.1114,76.9487,Karnātaka
Banpur,23.4484,88.7511,West Bengal
Dumpagadapa,16.5989,81.3688,Andhra Pradesh
Racherla,15.4667,78.9667,Andhra Pradesh
Galaga,16.2667,76.8333,Karnātaka
Mahurapur,24.5079,87.8231,West Bengal
Andimatam,11.3353,79.3758,Tamil Nādu
Begunkudar,23.3528,86.0566,West Bengal
Kottapalle,16.3150,79.9120,Andhra Pradesh
Gobindapur,22.8801,88.8942,West Bengal
Kandgal,15.9568,76.2734,Karnātaka
Tallacheruvu,16.6500,80.0970,Andhra Pradesh
Ramchandrapur,24.4227,87.8573,West Bengal
Manoharpur,22.1210,88.2333,West Bengal
Ratua,25.2001,87.9274,West Bengal
Raipur,22.8000,86.9500,West Bengal
Kodur,16.2667,78.3000,Telangana
Natabari Hat,26.4064,89.5975,West Bengal
Bhelian,24.2954,87.8958,West Bengal
Nizampur,26.0148,87.8942,West Bengal
Baruva,18.8824,84.5829,Andhra Pradesh
Khulna,22.3465,88.9167,West Bengal
Kariali,25.3263,87.9074,West Bengal
Kyadgeri,16.2319,76.9553,Karnātaka
Narathali,26.5204,89.7669,West Bengal
Jakranpalli,18.7183,78.2775,Telangana
Nangli,13.1833,78.5167,Karnātaka
Algur,16.7000,76.3499,Karnātaka
Dodharye,12.3939,75.9549,Karnātaka
Bandhkhola,24.2542,87.9880,West Bengal
Gavunipalli,13.5140,78.2270,Karnātaka
Phulbari,21.7969,88.0997,West Bengal
Kanamarlapudi,16.1000,79.8000,Andhra Pradesh
Harispur,24.5121,87.9425,West Bengal
Peravali,16.7525,81.7417,Andhra Pradesh
Rentapalla,16.4721,80.1342,Andhra Pradesh
Kochcherla,16.1493,79.7608,Andhra Pradesh
Narendranagar,30.1700,78.3000,Uttarakhand
Ardavidu,15.6833,78.9667,Andhra Pradesh
Elakkurichchi,10.9600,79.1630,Tamil Nādu
Mirkal,17.8600,76.9500,Karnātaka
Sathaur,26.0340,87.9212,West Bengal
Varadayyapalaiyam,13.6000,79.9333,Andhra Pradesh
Jejur,22.8804,88.1235,West Bengal
Venkatakrishnarayapuram,17.0530,82.1700,Andhra Pradesh
Jhikra,22.6236,87.9195,West Bengal
Duttaluru,14.8526,79.4046,Andhra Pradesh
Durgapur,25.2461,87.9046,West Bengal
Khanta,25.4265,87.8575,West Bengal
Karavadi,15.5490,80.1136,Andhra Pradesh
Jagdeopur,17.7680,78.8080,Telangana
Chapirevula,15.4800,78.4800,Andhra Pradesh
Somala,13.4667,78.8167,Andhra Pradesh
Mehegram,24.2463,87.8509,West Bengal
Khedra,25.2987,88.1873,West Bengal
Uppalapadu,16.3061,80.5163,Andhra Pradesh
Kukunuru,17.5667,81.1833,Telangana
Onda,23.1420,87.2020,West Bengal
Muratpur,23.0014,88.4507,West Bengal
Pedda Nandipadu,16.0728,80.3294,Andhra Pradesh
Bhujabalapatnam,16.5800,81.2700,Andhra Pradesh
Chopra,26.3675,88.3076,West Bengal
Sandhwan,30.6167,74.8000,Punjab
Talgram,25.4271,87.8029,West Bengal
Chinna Chintakunta,17.7797,78.2744,Telangana
Bhastara,23.0223,88.1493,West Bengal
Ramakuppam,12.9003,78.4867,Andhra Pradesh
Kottakki,18.5149,83.2353,Andhra Pradesh
Nandigram,22.0100,87.9900,West Bengal
Harvi,16.0628,77.0642,Karnātaka
Loutolim,15.3300,73.9800,Goa
Kuderu,14.7333,77.4333,Andhra Pradesh
Kalavalapalle,16.9300,81.6300,Andhra Pradesh
Kondramutla,16.1167,79.7500,Andhra Pradesh
Bajargaon,25.8932,87.9989,West Bengal
Pusapatirega,18.0920,83.5523,Andhra Pradesh
Kyalanur,13.2667,77.9833,Karnātaka
Attota,16.2910,80.6816,Andhra Pradesh
Bisor,24.3846,87.9670,West Bengal
Sarenga,22.7534,87.0170,West Bengal
Kochara,25.8523,87.9653,West Bengal
Murikipudi,16.0400,80.1040,Andhra Pradesh
Medpalli,18.8003,78.8042,Telangana
Khata,26.0280,87.9465,Bihār
Musunuru,16.8428,80.9622,Andhra Pradesh
Timmasamudram,15.7833,80.2333,Andhra Pradesh
Chejerla,14.5167,79.5667,Andhra Pradesh
Nirman,22.8430,88.8809,West Bengal
Mirle,12.5333,76.3167,Karnātaka
Radhanagar,21.6906,88.2374,West Bengal
Fatehpur,22.9375,88.5864,West Bengal
Bhulki,25.8628,87.9346,West Bengal
Ankapuram,18.7700,78.2500,Telangana
Tarapur,24.1023,87.8055,West Bengal
Hatgacha,24.1036,87.5938,West Bengal
Kerimeri,19.4333,79.0500,Telangana
Terlam,18.4847,83.5014,Andhra Pradesh
Sakkarepatna,13.5600,76.0100,Karnātaka
Mungonda,16.5982,81.9187,Andhra Pradesh
Bandarlapalli,13.3308,79.0989,Andhra Pradesh
Bevur,16.2084,75.8941,Karnātaka
Konanki,16.5350,79.8870,Andhra Pradesh
Ranasthalam,18.1979,83.7039,Andhra Pradesh
Birajnagar,22.1436,88.7849,West Bengal
Labpur,23.8300,87.8200,West Bengal
Tummurukota,16.5860,79.4900,Andhra Pradesh
Tondapi,16.3913,80.0612,Andhra Pradesh
Kothakota,16.3667,77.9667,Telangana
Benior,24.3292,87.8157,West Bengal
Nandalur,14.2672,79.1176,Andhra Pradesh
Valluru,14.5530,78.7100,Andhra Pradesh
Kakumanu,16.0544,80.3989,Andhra Pradesh
Churakuti,26.0740,87.9971,West Bengal
Panagarh,23.4538,87.4378,West Bengal
Natalapadu,15.9370,80.2280,Andhra Pradesh
Ambarpeta,16.7930,81.3014,Andhra Pradesh
Majiyara,23.7249,87.0176,West Bengal
Goyamara,21.9133,88.1300,West Bengal
Pullampet,14.1167,79.2167,Andhra Pradesh
Masarkal,16.3694,77.0172,Karnātaka
Sitarampuram,15.0160,79.1370,Andhra Pradesh
Gajapatinagaram,18.3000,83.3333,Andhra Pradesh
Hattikuni,16.8506,77.1542,Karnātaka
Putalapattu,13.3856,79.0753,Andhra Pradesh
Kuvagam,11.2826,79.2852,Tamil Nādu
Rhenok,27.1772,88.6490,Sikkim
Kondamanjuluru,15.8190,80.0920,Andhra Pradesh
Addatigala,17.4833,82.0167,Andhra Pradesh
Yelmanaid,17.2900,79.0260,Telangana
Chillakur,14.1333,79.8667,Andhra Pradesh
Kotipalle,16.7014,82.0394,Andhra Pradesh
Kaldhari,16.8362,81.6744,Andhra Pradesh
Lingadahalli,13.6000,75.8300,Karnātaka
Golugonda,17.6793,82.4678,Andhra Pradesh
Budhakhali,21.8243,88.2087,West Bengal
Kosuvaripalle,13.7611,78.4250,Andhra Pradesh
Pedda Orampadu,14.1000,79.2833,Andhra Pradesh
Jaldhoa,26.3995,89.7894,West Bengal
Kalmali,16.1978,77.2061,Karnātaka
Gottipadu,16.1648,80.2982,Andhra Pradesh
Putluru,14.8167,77.9667,Andhra Pradesh
Kapileswarapuram,16.3333,80.8667,Andhra Pradesh
Utukur,14.1833,79.1833,Andhra Pradesh
Sabakpur,24.0117,87.8543,West Bengal
Piridi,18.5667,83.4167,Andhra Pradesh
Goli,16.5860,79.4900,Andhra Pradesh
Pogiri,18.4000,83.7000,Andhra Pradesh
Indiri,15.4406,76.3244,Karnātaka
Barabari,22.0994,88.0692,West Bengal
Lingareddipalem,15.9900,81.0000,Andhra Pradesh
Singareni,17.5000,80.2667,Telangana
Mejia,23.5533,87.1267,West Bengal
Tarlupadu,15.6579,79.2243,Andhra Pradesh
Gopavaram,16.8167,80.9000,Andhra Pradesh
Rayna,23.0728,87.8902,West Bengal
Tadimarri,14.5667,77.8667,Andhra Pradesh
Kistnapatam,14.2830,80.1170,Andhra Pradesh
Karepalli,17.4539,80.2682,Telangana
Harirampur,25.3786,88.2677,West Bengal
Fatehgarh Panjtur,31.0525,75.1109,Punjab
Pegadpalli,18.7293,77.9042,Telangana
Chinna Pandraka,16.3570,81.2920,Andhra Pradesh
Matmari,16.0299,77.2959,Karnātaka
Lakshmisagar,22.9267,87.0157,West Bengal
Kundapak,17.9700,78.8500,Telangana
Kallankurichchi,11.1504,79.1199,Tamil Nādu
Peddaravidu,15.8144,79.2230,Andhra Pradesh
Puncha,23.1534,86.6527,West Bengal
Gudipudi,16.4204,80.2161,Andhra Pradesh
Cherlagudipadu,16.5039,79.6431,Andhra Pradesh
Ramadugu,18.5869,79.0617,Telangana
Gote,16.7225,75.4326,Karnātaka
Vellalacheruvu,16.1333,79.8833,Andhra Pradesh
Komarada,18.8751,83.4994,Andhra Pradesh
Nujendla,15.9931,79.7081,Andhra Pradesh
Lansdowne,29.8300,78.6800,Uttarakhand
Dagadarti,14.6703,79.9321,Andhra Pradesh
Bhrigubanda,16.4519,80.0942,Andhra Pradesh
Kumargram,26.6128,89.8250,West Bengal
Basudha,23.6028,87.5226,West Bengal
Jukal,18.3689,77.6169,Telangana
Mantada,16.3549,80.8731,Andhra Pradesh
Nambulapulikunta,14.0552,78.4122,Andhra Pradesh
Kunaparajuparva,16.9110,80.7234,Andhra Pradesh
Dandepalii,19.0151,79.1002,Telangana
Dammalapadu,16.3568,80.0633,Andhra Pradesh
Vanamaladinne,13.3167,78.5167,Andhra Pradesh
Kalavakuru,15.8720,79.9808,Andhra Pradesh
Ramasamudram,16.7725,77.2353,Karnātaka
Virannapalem,15.9583,80.3208,Andhra Pradesh
Sitampeta,18.7178,83.7789,Andhra Pradesh
Gudivakalanka,16.6365,81.2126,Andhra Pradesh
Hamidi,30.4672,75.6074,Punjab
Gazulmandiyam,13.6000,79.5200,Andhra Pradesh
Burda,23.2623,86.0076,West Bengal
Gosaba,22.1691,88.8163,West Bengal
Mustur,13.4500,77.7167,Karnātaka
Korukonda,18.2833,81.9833,Odisha
Aripanthan,34.0610,74.5750,Jammu and Kashmīr
Maddikera Agraharam,15.2667,77.4333,Andhra Pradesh
Kolavennu,16.4500,80.7833,Andhra Pradesh
Chingarali,12.5394,76.6039,Karnātaka
Veguru,14.5375,80.0544,Andhra Pradesh
Nandavaram,15.3750,78.2800,Andhra Pradesh
Nagareddipet,18.1439,78.1292,Telangana
Chandragudem,16.8010,80.6300,Andhra Pradesh
Gorubathan,26.9721,88.7147,West Bengal
Thode,27.1113,88.8203,West Bengal
Rolugunta,17.7170,82.6670,Andhra Pradesh
Velagaleru,16.6500,80.6167,Andhra Pradesh
Sayipeta,15.0322,79.7578,Andhra Pradesh
Byadanur,14.0833,77.2167,Karnātaka
Kulumur,11.3167,79.1500,Tamil Nādu
Talamarla,14.2142,77.7245,Andhra Pradesh
Bandarupalle,16.3833,80.3667,Andhra Pradesh
Machareddi,18.3597,78.4147,Telangana
Peddapasupula,14.8833,78.4500,Andhra Pradesh
Reddicherla,15.2333,78.9833,Andhra Pradesh
Manyapadu,15.9639,77.9411,Telangana
Samse,13.1300,75.6400,Karnātaka
Virapapur,16.6500,76.8000,Karnātaka
Kasipet,19.0333,79.4667,Telangana
Gundrevula,15.8550,77.7070,Andhra Pradesh
Rebna,19.1414,79.7181,Telangana
Atluru,14.5583,79.0547,Andhra Pradesh
Tirupati,13.6500,79.4167,Andhra Pradesh
Rudravaram,15.2660,78.6280,Andhra Pradesh
Tuggali,15.3667,77.5833,Andhra Pradesh
Mulakalapalle,17.5758,80.9247,Telangana
Somapalle,13.8500,78.2667,Andhra Pradesh
Mallavaram,17.2670,81.8500,Andhra Pradesh
Venkatapuram,18.3000,80.5500,Telangana
